,Metric,Score
0,MSE,0.014910002079305608
1,MAE,0.07179248412886916
2,R2,0.8413926297093608
3,Training Time (s),2277.0
4,Accuracy,0.9350076361785169
5,F1_Score,0.9345763698305762
