epoch,accuracy,auc,loss,mean_absolute_error,mean_squared_error,val_accuracy,val_auc,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.8461821675300598,0.895370364189148,0.6274095773696899,0.22530394792556763,0.11809840798377991,0.910313069820404,0.9698629975318909,0.22829735279083252,0.15061365067958832,0.06646033376455307
1,0.9171985983848572,0.9675310254096985,0.21901176869869232,0.12760554254055023,0.06285571306943893,0.9281768202781677,0.9783019423484802,0.18099290132522583,0.11393889039754868,0.05254368111491203
2,0.9302725195884705,0.9770991206169128,0.1828514188528061,0.10734768211841583,0.05281616002321243,0.9121546745300293,0.9807028770446777,0.21237441897392273,0.1210661232471466,0.06401023268699646
3,0.9392953515052795,0.9826164245605469,0.15836790204048157,0.09288190305233002,0.04549551382660866,0.9014732837677002,0.9758390188217163,0.2451881766319275,0.13092415034770966,0.07269088923931122
4,0.9469064474105835,0.9874080419540405,0.13502174615859985,0.07891974598169327,0.03898167237639427,0.930018424987793,0.9834797382354736,0.1904488354921341,0.09165484458208084,0.05348854139447212
5,0.9572182893753052,0.9908126592636108,0.11417518556118011,0.06661077588796616,0.03241492062807083,0.9366482496261597,0.9830098748207092,0.18163728713989258,0.0804491639137268,0.0492287315428257
6,0.9597961902618408,0.9922442436218262,0.10505180060863495,0.06223816052079201,0.03042883798480034,0.9364640712738037,0.982747495174408,0.17740391194820404,0.08233331143856049,0.04881961643695831
7,0.9600417613983154,0.9921414256095886,0.10565942525863647,0.06110300123691559,0.030234921723604202,0.9278084635734558,0.9841755032539368,0.1970023363828659,0.08847104012966156,0.05450202897191048
8,0.9614534974098206,0.9929613471031189,0.10047421604394913,0.05892134830355644,0.02924175001680851,0.9454880356788635,0.9853245615959167,0.1536083072423935,0.0680648535490036,0.041873499751091
9,0.9670390486717224,0.9947108030319214,0.0835186243057251,0.04935276508331299,0.024206195026636124,0.9460405111312866,0.98256516456604,0.16669023036956787,0.06346797943115234,0.042510077357292175
10,0.9709059596061707,0.9957427382469177,0.07698190212249756,0.04466378688812256,0.02195490337908268,0.9482504725456238,0.9821058511734009,0.17126761376857758,0.06229287385940552,0.04148607328534126
11,0.9693101048469543,0.9959993958473206,0.07479330152273178,0.04419441521167755,0.021920518949627876,0.9489871263504028,0.982659101486206,0.163117915391922,0.06103721261024475,0.04032105207443237
12,0.9752025604248047,0.9968491792678833,0.06445478647947311,0.037339434027671814,0.01843418926000595,0.9443830847740173,0.9806042313575745,0.1855263113975525,0.06412535160779953,0.042941559106111526
13,0.9747728705406189,0.99635910987854,0.0681295245885849,0.0389859676361084,0.01935151033103466,0.9465929865837097,0.9788490533828735,0.20045575499534607,0.06098316237330437,0.0430695042014122
14,0.9780874252319336,0.996821939945221,0.061119940131902695,0.03350982442498207,0.01697082631289959,0.9454880356788635,0.9804640412330627,0.18880057334899902,0.06451049447059631,0.04406275227665901
15,0.9772894382476807,0.997194766998291,0.06035466864705086,0.03451976925134659,0.01702793501317501,0.9421731233596802,0.9764067530632019,0.23464880883693695,0.06250330060720444,0.04729608818888664
16,0.9804198145866394,0.9974112510681152,0.05393010750412941,0.030280444771051407,0.015058867633342743,0.9434622526168823,0.9783730506896973,0.2170012891292572,0.06518498063087463,0.046979546546936035
17,0.9841026067733765,0.9983638525009155,0.04317910596728325,0.02466868795454502,0.01215244922786951,0.9447513818740845,0.9753211140632629,0.23413975536823273,0.06229085475206375,0.046045124530792236
18,0.9828750491142273,0.9983965158462524,0.044202934950590134,0.0249280147254467,0.012645508162677288,0.9441989064216614,0.9715861678123474,0.2857876420021057,0.06150083988904953,0.04796713590621948
19,0.98275226354599,0.9979004263877869,0.048233967274427414,0.025956138968467712,0.013360307551920414,0.940883994102478,0.978335440158844,0.2213304489850998,0.06727797538042068,0.04774734750390053
20,0.9850847125053406,0.9986729621887207,0.039413005113601685,0.022932231426239014,0.011075286194682121,0.9473296403884888,0.9730210900306702,0.26151883602142334,0.05873240530490875,0.04660547897219658
21,0.9856371283531189,0.998615562915802,0.04232759401202202,0.022223807871341705,0.011357113718986511,0.9427255988121033,0.9773128032684326,0.24913188815116882,0.06202610582113266,0.04743816331028938
22,0.9861895442008972,0.9985285997390747,0.037175584584474564,0.020295951515436172,0.010281139984726906,0.9434622526168823,0.9731990098953247,0.2739599049091339,0.0611567497253418,0.047291889786720276
23,0.9899337291717529,0.999016523361206,0.029513264074921608,0.015915513038635254,0.00796933937817812,0.9528545141220093,0.9777856469154358,0.22924111783504486,0.05330987647175789,0.04017795994877815
24,0.9851461052894592,0.9980097413063049,0.04356525465846062,0.022092554718255997,0.011557534337043762,0.9471454620361328,0.9782596230506897,0.23446542024612427,0.05906376987695694,0.04293651133775711
