epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.8003162145614624,0.8267521858215332,1.1658707857131958,0.8943894505500793,0.9528474807739258,0.27206459641456604
1,0.9110530614852905,0.9597563743591309,0.2356717437505722,0.9203795194625854,0.9688366055488586,0.2239779233932495
2,0.930299699306488,0.9747540354728699,0.18606962263584137,0.9298679828643799,0.9763346314430237,0.18280185759067535
3,0.9417789578437805,0.981872022151947,0.15586049854755402,0.9358498454093933,0.9801867008209229,0.1765594631433487
4,0.9486527442932129,0.9865380525588989,0.13519378006458282,0.9344059228897095,0.9797300696372986,0.17609745264053345
5,0.9518834352493286,0.9886564016342163,0.12382449209690094,0.9346122145652771,0.9791444540023804,0.18003731966018677
6,0.9574512243270874,0.9909104704856873,0.11047390103340149,0.9430692791938782,0.980202317237854,0.1699914187192917
7,0.9663183689117432,0.9938594102859497,0.08848202228546143,0.9405940771102905,0.9807593822479248,0.176411435008049
8,0.9702364802360535,0.9953620433807373,0.07512450963258743,0.9375,0.980753481388092,0.17464406788349152
9,0.9608880877494812,0.9921863079071045,0.10134816914796829,0.9455445408821106,0.9792070388793945,0.17484813928604126
10,0.9647374153137207,0.9939578771591187,0.08959008008241653,0.9261550903320312,0.97345370054245,0.23609548807144165
11,0.9656997323036194,0.9933198690414429,0.09372711181640625,0.9432755708694458,0.9771235585212708,0.18929137289524078
12,0.9740170240402222,0.9959313273429871,0.07160280644893646,0.9356435537338257,0.972265362739563,0.23051482439041138
13,0.9777289032936096,0.9971469044685364,0.061938680708408356,0.9397689700126648,0.9729614853858948,0.20634382963180542
14,0.9736733436584473,0.996522843837738,0.06951343268156052,0.9350247383117676,0.9753684401512146,0.20959118008613586
15,0.979103684425354,0.9981534481048584,0.05239372327923775,0.9294554591178894,0.9767315983772278,0.23305967450141907
16,0.9871460199356079,0.9990604519844055,0.0356830358505249,0.9412128925323486,0.9770286083221436,0.22068028151988983
17,0.987352192401886,0.999056875705719,0.033845268189907074,0.9426567554473877,0.9734639525413513,0.22153833508491516
18,0.9893456101417542,0.9991403818130493,0.031234310939908028,0.9459571242332458,0.9702374935150146,0.2364669144153595
19,0.9898955225944519,0.9992800951004028,0.02788345329463482,0.9422442317008972,0.9726323485374451,0.2525467872619629
20,0.9907891154289246,0.9995079040527344,0.02398194745182991,0.9284241199493408,0.9724656343460083,0.3265787363052368
21,0.9887956976890564,0.9987889528274536,0.031583596020936966,0.9321369528770447,0.9705557227134705,0.2786572575569153
22,0.9865961074829102,0.9990077018737793,0.03518140688538551,0.9358498454093933,0.9731557369232178,0.2888898551464081
23,0.9908578395843506,0.9992498755455017,0.025920400395989418,0.9366748929023743,0.9702417254447937,0.2602539658546448
24,0.9918889403343201,0.999428927898407,0.0248695258051157,0.9286303520202637,0.9719876050949097,0.2845657765865326
