epoch,accuracy,auc,loss,mean_absolute_error,mean_squared_error,val_accuracy,val_auc,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.8251903057098389,0.8916232585906982,0.48812350630760193,0.24884246289730072,0.1254442036151886,0.8626151084899902,0.948794424533844,0.3297119736671448,0.1937268227338791,0.10080987960100174
1,0.9016081690788269,0.959948718547821,0.24585139751434326,0.1489783227443695,0.07238520681858063,0.8821362853050232,0.9621689319610596,0.2901434004306793,0.1581975370645523,0.08754777908325195
2,0.9244414567947388,0.974419891834259,0.19477055966854095,0.1161283627152443,0.05626099929213524,0.8843462467193604,0.968397855758667,0.2894876003265381,0.14670665562152863,0.08689014613628387
3,0.9394794702529907,0.982512891292572,0.15976400673389435,0.09431453794240952,0.04581083729863167,0.8813996315002441,0.9713264107704163,0.3010044991970062,0.1489708572626114,0.08913631737232208
4,0.9515713453292847,0.9880895018577576,0.12997542321681976,0.07764328271150589,0.0371585451066494,0.9138121604919434,0.9736573100090027,0.23232494294643402,0.10869192332029343,0.06585240364074707
5,0.9569113850593567,0.9909458756446838,0.11406712979078293,0.06797698885202408,0.032773494720458984,0.9259668588638306,0.9734790921211243,0.21324919164180756,0.09228967130184174,0.056970637291669846
6,0.9597348570823669,0.9914706945419312,0.11005096137523651,0.06305637955665588,0.03144560009241104,0.9268876314163208,0.9695103764533997,0.22607776522636414,0.09130609780550003,0.05816282331943512
7,0.9621900320053101,0.9932958483695984,0.09755053371191025,0.05757218971848488,0.028177445754408836,0.9313075542449951,0.9714618921279907,0.23123428225517273,0.07945974916219711,0.0545404888689518
8,0.968143880367279,0.9952066540718079,0.08229080587625504,0.04859014227986336,0.023771116510033607,0.9419889450073242,0.9762589931488037,0.2124399095773697,0.07184082269668579,0.04879579693078995
9,0.9753252863883972,0.996798038482666,0.06673310697078705,0.03914434090256691,0.018992921337485313,0.9335175156593323,0.9735274314880371,0.23417894542217255,0.07936076819896698,0.05386766046285629
10,0.974097728729248,0.9968106746673584,0.06745712459087372,0.039816685020923615,0.019444119185209274,0.9281768202781677,0.9662284255027771,0.3265850245952606,0.07828835397958755,0.06073280796408653
11,0.9785784482955933,0.9976421594619751,0.0566537044942379,0.033368855714797974,0.016210393980145454,0.9313075542449951,0.9659260511398315,0.3179425895214081,0.07544014602899551,0.05980757996439934
12,0.9792536497116089,0.998037576675415,0.05318234860897064,0.0310874804854393,0.015379141084849834,0.9270718097686768,0.9634317755699158,0.3539142608642578,0.07665899395942688,0.061836112290620804
13,0.9795604944229126,0.9974135160446167,0.055995211005210876,0.03135077655315399,0.015499619767069817,0.9303867220878601,0.9622948169708252,0.3109472692012787,0.07468002289533615,0.05886957049369812
14,0.9854530096054077,0.9990093111991882,0.036353155970573425,0.02221676893532276,0.010547783225774765,0.9353591203689575,0.9669846296310425,0.2865894138813019,0.06870582699775696,0.053521379828453064
15,0.9888902306556702,0.9988236427307129,0.03281477838754654,0.019008571282029152,0.00910214614123106,0.9329649806022644,0.9607319831848145,0.344436377286911,0.07248616963624954,0.05769326165318489
16,0.9901178479194641,0.9989869594573975,0.029783839359879494,0.016790594905614853,0.008003289811313152,0.9346224665641785,0.9617684483528137,0.34966716170310974,0.07006322592496872,0.05710373818874359
17,0.992388904094696,0.999373733997345,0.021795248612761497,0.012691798619925976,0.00583820603787899,0.9228361248970032,0.9532767534255981,0.4094666838645935,0.08015571534633636,0.06705514341592789
18,0.9922047853469849,0.9993746876716614,0.023325664922595024,0.012895231135189533,0.006193013861775398,0.9383057355880737,0.9598380327224731,0.38043367862701416,0.06513574719429016,0.05459284409880638
19,0.9905474781990051,0.9994604587554932,0.02582055702805519,0.014096597209572792,0.007128108758479357,0.9191528558731079,0.9503111243247986,0.44110432267189026,0.08479229360818863,0.07052693516016006
20,0.9917137026786804,0.9993294477462769,0.023352544754743576,0.01247481070458889,0.006351667456328869,0.9193370342254639,0.9460951089859009,0.4762965440750122,0.08410961180925369,0.07077787071466446
21,0.9910385608673096,0.9990985989570618,0.0243162102997303,0.012665401212871075,0.006578411441296339,0.9156537652015686,0.9504278302192688,0.4502854645252228,0.0881713330745697,0.07200198620557785
22,0.9905474781990051,0.9990854859352112,0.02763242833316326,0.013761750422418118,0.007204372435808182,0.9335175156593323,0.9590330719947815,0.37293940782546997,0.06951194256544113,0.05707878991961479
23,0.9945985674858093,0.9996010661125183,0.015940550714731216,0.009160315617918968,0.0043666246347129345,0.9346224665641785,0.9587817192077637,0.3753090500831604,0.06761547923088074,0.05654432252049446
24,0.9943530559539795,0.9992741346359253,0.018843619152903557,0.009017683565616608,0.004642619285732508,0.9313075542449951,0.9553713202476501,0.439864844083786,0.07048629224300385,0.06062755733728409
