,Metric,Score
0,MSE,0.02971270009781328
1,MAE,0.10576759579349236
2,R2,0.6807617788367097
3,Training Time (s),1285.0
4,Accuracy,0.8754454437468182
5,F1_Score,0.8740345958328138
