epoch,accuracy,auc,loss,mean_absolute_error,mean_squared_error,val_accuracy,val_auc,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.8242695927619934,0.8888490796089172,0.4568692743778229,0.25067493319511414,0.12745362520217896,0.8882136344909668,0.9531588554382324,0.28592970967292786,0.18128766119480133,0.08572610467672348
1,0.9022219777107239,0.9584218263626099,0.24991148710250854,0.1505241096019745,0.07311126589775085,0.9034990668296814,0.9679270386695862,0.24725554883480072,0.1419031023979187,0.07277470827102661
2,0.9251779913902283,0.9742035865783691,0.19348052144050598,0.11470436304807663,0.05573586747050285,0.8878452777862549,0.9717545509338379,0.2935115098953247,0.13802023231983185,0.08425873517990112
3,0.9373925924301147,0.9819068908691406,0.16204211115837097,0.09614457935094833,0.04651077836751938,0.918968677520752,0.9771714210510254,0.20827101171016693,0.11153271049261093,0.06155158206820488
4,0.9479498863220215,0.9859198331832886,0.13980117440223694,0.0818571224808693,0.03974776715040207,0.9333333373069763,0.9791631698608398,0.17559422552585602,0.08827157318592072,0.04980562999844551
5,0.958507239818573,0.9907029867172241,0.11359040439128876,0.0667128637433052,0.0322381928563118,0.9327808618545532,0.9795125722885132,0.1904219537973404,0.09425978362560272,0.05209013819694519
6,0.9616376161575317,0.9927850365638733,0.09876062721014023,0.058562349528074265,0.028120659291744232,0.9375690817832947,0.9785670042037964,0.18698181211948395,0.07480573654174805,0.047874223440885544
7,0.9610238075256348,0.9921068549156189,0.10391708463430405,0.06033458933234215,0.029388325288891792,0.9425414204597473,0.9793345928192139,0.18328221142292023,0.07135147601366043,0.045748863369226456
8,0.9686349034309387,0.9953024983406067,0.08174306154251099,0.04911425709724426,0.023526253178715706,0.9418047666549683,0.9786514639854431,0.19133076071739197,0.0707148015499115,0.04651525989174843
9,0.9735453128814697,0.9964945912361145,0.0703437477350235,0.041604213416576385,0.02009604126214981,0.9340699911117554,0.9718618988990784,0.231655552983284,0.07606609165668488,0.05222049355506897
10,0.9766142964363098,0.9972990155220032,0.061500776559114456,0.03691331297159195,0.017562508583068848,0.9276242852210999,0.9722877144813538,0.30680108070373535,0.07909774035215378,0.05898531526327133
11,0.9795604944229126,0.9977046251296997,0.05321967601776123,0.0317324660718441,0.01523286011070013,0.9388582110404968,0.9760984182357788,0.23217473924160004,0.06800788640975952,0.04885506629943848
12,0.9822612404823303,0.9982103109359741,0.04860041290521622,0.0286319050937891,0.013699942268431187,0.9414364695549011,0.97495037317276,0.2504957914352417,0.06365080177783966,0.048323169350624084
13,0.982138454914093,0.9979642629623413,0.04943101108074188,0.02883770316839218,0.013984935358166695,0.9418047666549683,0.9761328101158142,0.23996305465698242,0.06513762474060059,0.04885092005133629
14,0.9815860390663147,0.9977745413780212,0.052053384482860565,0.030087042599916458,0.014405209571123123,0.9427255988121033,0.9690467715263367,0.2890861928462982,0.06069022789597511,0.048399124294519424
15,0.9849005937576294,0.9985838532447815,0.041656285524368286,0.023635540157556534,0.011604736559092999,0.9357274174690247,0.9647528529167175,0.34513264894485474,0.06591125577688217,0.05415758863091469
16,0.9820157289505005,0.9978265166282654,0.048588935285806656,0.027106687426567078,0.013448180630803108,0.9366482496261597,0.9652626514434814,0.32986509799957275,0.06803423911333084,0.05491335690021515
17,0.9874171614646912,0.9986623525619507,0.036335982382297516,0.019953172653913498,0.009800025261938572,0.9211786389350891,0.9582436084747314,0.38490548729896545,0.08201922476291656,0.0664554014801979
18,0.9907930493354797,0.9994459748268127,0.025177115574479103,0.014919151552021503,0.006839910987764597,0.939963161945343,0.9625986218452454,0.35944366455078125,0.06334981322288513,0.05265405774116516
19,0.9907930493354797,0.9991434812545776,0.02746279165148735,0.015211619436740875,0.007429217919707298,0.9349907636642456,0.9597665071487427,0.3890061676502228,0.06649227440357208,0.055394552648067474
20,0.9889516234397888,0.9991116523742676,0.030176730826497078,0.016761913895606995,0.008411997929215431,0.9383057355880737,0.9679482579231262,0.3136749565601349,0.06470165401697159,0.05207744240760803
21,0.9918364882469177,0.9993913173675537,0.02302374877035618,0.01332562044262886,0.006330952048301697,0.9434622526168823,0.9685348868370056,0.30686384439468384,0.06127922236919403,0.048905327916145325
22,0.9915909767150879,0.9994598031044006,0.02079032175242901,0.012256390415132046,0.005900154821574688,0.9386740326881409,0.9641388654708862,0.3485890328884125,0.06477665901184082,0.05249243602156639
23,0.9905474781990051,0.999160647392273,0.027420207858085632,0.014002751559019089,0.007313556037843227,0.9383057355880737,0.9658142328262329,0.34714627265930176,0.06347967684268951,0.05137670785188675
24,0.9888902306556702,0.9987420439720154,0.03185655549168587,0.016474340111017227,0.0085664764046669,0.9278084635734558,0.9582052230834961,0.4238590896129608,0.07477225363254547,0.062177933752536774
