epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7952332496643066,0.8628459572792053,0.4586569368839264,0.847412109375,0.9172885417938232,0.3648223578929901
1,0.8414596319198608,0.9059866666793823,0.38312768936157227,0.8510339856147766,0.9304910898208618,0.35208815336227417
2,0.8601915836334229,0.9219516515731812,0.34815749526023865,0.8435564637184143,0.9440171122550964,0.3540251851081848
3,0.8729262351989746,0.9345644116401672,0.3179921805858612,0.8781399726867676,0.9518716931343079,0.2963958978652954
4,0.8844535946846008,0.9428201913833618,0.2961483299732208,0.8741675615310669,0.9522009491920471,0.29895588755607605
5,0.8899446725845337,0.9479414224624634,0.2822711765766144,0.8850333094596863,0.956134021282196,0.2765197455883026
6,0.8939169645309448,0.9521469473838806,0.2703152000904083,0.8807103633880615,0.9588470458984375,0.289789617061615
7,0.8978502750396729,0.9556821584701538,0.2600712180137634,0.8977684378623962,0.9631561636924744,0.26009130477905273
8,0.9006542563438416,0.9580077528953552,0.25321847200393677,0.9032597541809082,0.9634172916412354,0.2463470697402954
9,0.9018614888191223,0.9601348638534546,0.2467951774597168,0.9079331755638123,0.9665223956108093,0.23430176079273224
10,0.9078588485717773,0.962792694568634,0.23814813792705536,0.9079331755638123,0.9680582284927368,0.23515455424785614
11,0.9057948589324951,0.9625768065452576,0.23915718495845795,0.912256121635437,0.9681226015090942,0.22894386947155
12,0.9080535769462585,0.9641824960708618,0.2341013252735138,0.918214738368988,0.9694188833236694,0.21642185747623444
13,0.9065347909927368,0.9644327759742737,0.2338164746761322,0.9157611727714539,0.9700454473495483,0.21714188158512115
14,0.9104291796684265,0.9660852551460266,0.2276979684829712,0.9152938723564148,0.968894362449646,0.21850799024105072
15,0.9097281694412231,0.9662639498710632,0.2273707538843155,0.9172800779342651,0.9712702631950378,0.21145987510681152
16,0.9127658009529114,0.9665629267692566,0.2259325087070465,0.918214738368988,0.9710376858711243,0.21649163961410522
17,0.9116364121437073,0.9675283432006836,0.22268615663051605,0.9219534993171692,0.9710612297058105,0.20964708924293518
18,0.9144014120101929,0.9681916832923889,0.22051627933979034,0.9168127179145813,0.9699071645736694,0.21610963344573975
19,0.9142067432403564,0.9690157771110535,0.21817722916603088,0.9137749671936035,0.9704469442367554,0.2282705008983612
20,0.9138562083244324,0.96861732006073,0.22001048922538757,0.918214738368988,0.9715265035629272,0.21450696885585785
21,0.916621208190918,0.968980610370636,0.21748152375221252,0.9179810881614685,0.9716167449951172,0.21256105601787567
22,0.9160760045051575,0.9699098467826843,0.2143290489912033,0.9178642630577087,0.9718364477157593,0.21310321986675262
23,0.9170495867729187,0.9702481031417847,0.2133236527442932,0.9226545095443726,0.972413182258606,0.20836523175239563
24,0.915998101234436,0.9700428247451782,0.21401773393154144,0.9227713346481323,0.973143458366394,0.2023894041776657
